,S0,S1,S2,S3,S4,S5,S6
20541,0,0,0,0,1,3,28
20542,0,0,0,4,2,10,49
20543,0,0,1,4,0,12,58
20544,0,1,3,7,0,3,15
20545,0,1,3,7,5,5,62
20546,0,0,2,4,5,28,42
20547,0,0,2,6,10,0,14
20548,0,1,3,7,2,23,63
20549,0,0,1,2,15,24,40
20550,0,1,3,7,15,29,53
20551,0,1,3,7,13,16,22
20552,0,0,1,5,14,27,13
20553,0,0,1,4,4,18,14
20554,0,1,3,7,12,10,1
20555,0,0,1,3,15,18,2
20556,0,0,0,6,2,8,34
20557,0,1,3,7,12,20,26
20558,0,0,1,3,4,24,26
20559,0,0,2,3,6,18,48
20560,0,1,3,7,1,19,26
20561,0,1,3,7,7,2,2
20562,0,0,0,2,1,22,2
20563,0,0,2,6,5,5,13
20564,0,1,3,7,4,13,4
20565,0,0,1,3,10,18,55
20566,0,0,2,3,13,22,5
20567,0,0,1,4,10,26,34
20568,0,0,1,4,3,17,52
20569,0,0,0,4,10,11,10
20570,0,1,3,7,5,7,16
20571,0,1,3,7,4,3,35
20572,0,0,2,0,12,26,31
20573,0,0,1,5,12,17,0
20574,0,0,2,0,13,1,2
20575,0,0,2,2,9,29,22
20576,0,0,1,2,11,16,63
20577,0,0,2,2,5,27,11
20578,0,0,1,2,3,8,40
20579,0,1,3,7,8,10,31
20580,0,0,2,2,5,7,24
20581,0,0,2,4,0,21,38
20582,0,0,2,0,12,31,3
20583,0,0,1,1,9,31,19
20584,0,1,3,7,7,19,6
20585,0,0,2,1,11,19,61
20586,0,0,0,1,5,14,2
20587,0,1,3,7,12,6,47
20588,0,1,3,7,9,25,58
20589,0,0,0,6,3,20,26
20590,0,0,2,2,8,18,51
20591,0,1,3,7,9,6,18
20592,0,1,3,7,10,25,42
20593,0,1,3,7,5,13,45
20594,0,0,0,1,3,24,34
20595,0,1,3,7,3,29,5
20596,0,0,0,2,14,21,63
20597,0,0,0,0,2,5,18
20598,0,0,2,6,11,4,6
20599,0,0,1,6,2,0,45
20600,0,0,2,1,2,2,36
20601,0,0,1,5,15,4,37
20602,0,0,0,1,15,27,11
20603,0,1,3,7,12,11,54
20604,0,0,1,6,15,9,57
20605,0,1,3,7,3,28,16
20606,0,0,2,4,8,26,58
20607,0,0,1,2,3,13,10
20608,0,1,3,7,14,21,45
20609,0,1,3,7,6,18,30
20610,0,0,0,6,7,21,34
20611,0,0,0,0,8,11,10
20612,0,1,3,7,4,9,55
20613,0,0,2,3,8,23,7
20614,0,0,2,3,11,15,49
20615,0,1,3,7,13,8,23
20616,0,1,3,7,8,0,16
20617,0,0,0,6,10,30,23
20618,0,0,0,0,7,25,37
20619,0,0,2,1,8,7,1
20620,0,0,0,1,6,1,3
20621,0,0,1,1,7,8,63
20622,0,0,1,3,7,11,29
20623,0,1,3,7,15,3,39
20624,0,0,0,1,15,13,34
20625,0,0,1,3,12,3,2
20626,0,0,0,4,6,0,3
20627,0,0,0,4,2,10,16
20628,0,0,2,3,5,22,20
20629,0,0,2,2,9,16,30
20630,0,1,3,7,3,17,25
20631,0,0,2,1,13,13,29
20632,0,0,1,2,2,25,5
20633,0,0,2,5,0,19,54
20634,0,0,1,4,12,8,21
20635,0,0,1,2,8,11,59
20636,0,1,3,7,10,5,14
20637,0,0,0,2,15,0,12
20638,0,0,1,6,6,6,4
20639,0,0,1,4,9,3,26
20640,0,0,2,6,0,6,37
20641,0,0,0,5,10,18,3
20642,0,0,1,6,11,22,42
20643,0,1,3,7,6,14,44
20644,0,0,2,0,6,18,44
20645,0,1,3,7,13,8,43
20646,0,0,2,0,14,5,34
20647,0,0,1,5,10,21,45
20648,0,0,1,2,5,17,0
20649,0,0,1,1,2,19,22
20650,0,1,3,7,9,11,32
20651,0,0,1,5,1,15,41
20652,0,0,0,3,3,3,11
20653,0,0,2,2,15,10,2
20654,0,1,3,7,15,2,11
20655,0,1,3,7,3,29,48
20656,0,0,1,6,12,19,46
20657,0,0,2,3,11,18,22
20658,0,0,2,2,0,12,21
20659,0,0,2,4,2,31,37
20660,0,1,3,7,14,11,38
20661,0,0,0,3,1,4,37
20662,0,1,3,7,5,9,54
20663,0,0,1,2,15,8,10
20664,0,0,1,0,6,26,20
20665,0,1,3,7,6,0,33
20666,0,1,3,7,6,1,24
20667,0,1,3,7,5,8,40
20668,0,0,0,5,3,22,22
20669,0,0,0,4,14,6,37
20670,0,0,0,0,13,4,22
20671,0,0,2,3,5,24,33
20672,0,0,1,5,4,28,19
20673,0,0,0,3,0,1,5
20674,0,0,1,2,0,10,1
20675,0,1,3,7,2,5,16
20676,0,0,2,4,11,30,60
20677,0,0,0,0,14,12,16
20678,0,0,0,3,13,21,40
20679,0,1,3,7,3,21,61
20680,0,0,2,5,15,24,19
20681,0,0,1,6,11,7,23
20682,0,1,3,7,3,25,38
20683,0,1,3,7,1,26,22
20684,0,1,3,7,12,2,13
20685,0,0,0,1,13,4,53
20686,0,1,3,7,10,26,47
20687,0,0,2,1,2,20,56
20688,0,0,2,1,8,3,22
20689,0,0,0,5,8,20,40
20690,0,0,2,2,3,20,15
20691,0,0,2,2,4,17,54
20692,0,0,1,2,15,18,18
20693,0,1,3,7,8,26,0
20694,0,0,1,5,9,29,13
20695,0,0,2,3,9,23,31
20696,0,1,3,7,15,4,55
20697,0,0,2,6,12,28,0
20698,0,0,2,1,15,12,58
20699,0,0,0,2,5,11,34
20700,0,0,1,4,12,28,21
20701,0,0,0,5,2,18,35
20702,0,0,2,4,12,20,45
20703,0,1,3,7,13,14,53
20704,0,0,0,4,14,2,31
20705,0,0,0,2,3,2,36
20706,0,0,2,0,14,13,55
20707,0,0,1,2,2,11,15
20708,0,0,0,1,6,6,60
20709,0,0,2,4,15,23,39
20710,0,0,1,1,3,17,53
20711,0,0,1,3,14,20,52
20712,0,0,0,3,2,23,8
20713,0,0,2,5,11,26,21
20714,0,1,3,7,0,23,26
20715,0,0,0,5,5,14,43
20716,0,1,3,7,15,18,13
20717,0,0,2,0,4,20,29
20718,0,0,1,4,13,8,21
20719,0,1,3,7,6,21,61
20720,0,0,2,1,14,24,30
20721,0,0,1,3,3,23,17
20722,0,0,1,0,11,25,30
20723,0,1,3,7,7,4,20
20724,0,1,3,7,13,29,26
20725,0,0,0,5,8,10,16
20726,0,1,3,7,14,1,11
20727,0,0,0,6,13,11,39
20728,0,0,1,5,12,28,17
20729,0,1,3,7,13,2,12
20730,0,1,3,7,1,15,24
20731,0,0,0,0,14,17,1
20732,0,0,0,0,2,18,20
20733,0,0,1,1,2,18,55
20734,0,0,0,1,5,19,1
20735,0,0,0,3,11,6,6
20736,0,0,2,1,3,6,39
20737,0,1,3,7,5,20,59
20738,0,0,1,3,8,3,35
20739,0,0,1,1,7,17,41
20740,0,0,2,6,12,4,35
20741,0,0,0,0,2,27,57
20742,0,0,0,1,13,20,62
20743,0,0,0,6,10,15,1
20744,0,1,3,7,14,2,40
20745,0,0,0,1,5,0,22
20746,0,0,1,0,7,9,32
20747,0,0,1,5,2,4,57
20748,0,0,2,0,10,0,50
20749,0,0,2,1,11,28,37
20750,0,0,1,0,10,7,59
20751,0,0,2,5,15,28,45
20752,0,0,2,4,10,23,50
20753,0,0,1,5,8,7,23
20754,0,1,3,7,14,2,52
20755,0,0,1,1,10,3,58
20756,0,0,1,5,3,30,61
20757,0,0,0,2,10,31,6
20758,0,0,1,3,0,30,59
20759,0,0,2,4,14,13,55
20760,0,0,0,6,0,27,27
20761,0,1,3,7,12,14,17
20762,0,0,0,5,11,22,5
20763,0,0,2,0,1,24,50
20764,0,0,0,1,6,20,28
20765,0,1,3,7,11,23,59
20766,0,1,3,7,7,30,43
20767,0,0,2,1,3,29,28
20768,0,0,2,6,2,8,62
20769,0,0,1,0,3,26,45
20770,0,0,2,6,7,25,44
20771,0,0,0,0,6,19,50
20772,0,1,3,7,15,6,1
20773,0,0,0,5,8,1,63
20774,0,0,1,2,8,23,37
20775,0,0,1,3,1,6,35
20776,0,0,0,1,12,30,56
20777,0,1,3,7,0,3,60
20778,0,0,1,0,2,21,20
20779,0,0,1,1,14,24,40
20780,0,0,1,6,14,29,62
20781,0,0,2,2,1,22,9
20782,0,1,3,7,14,0,39
20783,0,0,0,4,4,16,29
20784,0,0,0,5,12,11,11
20785,0,1,3,7,7,2,16
20786,0,0,2,6,0,28,46
20787,0,0,2,6,1,21,57
20788,0,0,2,3,3,16,31
20789,0,0,2,0,9,21,34
20790,0,0,0,6,5,3,34
20791,0,0,1,0,6,3,5
20792,0,1,3,7,10,1,13
20793,0,1,3,7,15,20,48
20794,0,0,1,3,11,10,42
20795,0,0,0,4,15,1,56
20796,0,0,2,3,15,2,1
20797,0,0,1,0,15,13,38
20798,0,0,0,3,6,2,16
20799,0,0,1,4,3,6,31
20800,0,1,3,7,3,26,17
20801,0,0,2,5,2,27,25
20802,0,1,3,7,9,12,17
20803,0,1,3,7,6,6,61
20804,0,0,1,1,3,26,15
20805,0,0,2,2,5,27,21
20806,0,0,1,5,4,20,7
20807,0,1,3,7,1,17,8
20808,0,0,1,5,9,14,60
20809,0,0,1,2,0,8,13
20810,0,0,1,4,10,19,40
20811,0,0,0,6,7,26,32
20812,0,1,3,7,12,13,50
20813,0,0,1,5,1,0,3
20814,0,0,1,4,4,22,25
20815,0,0,1,1,7,7,62
20816,0,0,0,0,8,13,35
20817,0,1,3,7,0,24,42
20818,0,1,3,7,3,27,62
20819,0,0,2,1,7,8,27
20820,0,0,1,2,5,12,24
20821,0,1,3,7,9,0,7
20822,0,0,1,5,13,1,53
20823,0,0,0,5,6,2,57
20824,0,0,0,6,6,6,10
20825,0,0,1,2,1,29,18
20826,0,0,2,1,2,13,50
20827,0,1,3,7,15,31,12
20828,0,0,2,4,11,31,19
20829,0,1,3,7,3,30,5
20830,0,0,2,3,12,18,29
20831,0,0,2,3,3,15,53
20832,0,0,1,3,9,26,28
20833,0,0,1,3,13,31,10
20834,0,0,2,4,3,3,11
20835,0,0,1,0,0,3,60
20836,0,0,0,6,11,26,59
20837,0,1,3,7,9,24,53
20838,0,0,0,5,4,13,0
20839,0,0,1,5,13,25,18
20840,0,1,3,7,7,7,26
20841,0,0,0,1,3,9,17
20842,0,1,3,7,7,20,47
20843,0,1,3,7,14,1,49
20844,0,0,1,2,11,2,37
20845,0,0,0,3,5,4,47
20846,0,0,2,2,3,10,37
20847,0,0,2,3,3,23,48
20848,0,1,3,7,8,29,46
20849,0,1,3,7,2,6,33
20850,0,1,3,7,6,30,17
20851,0,1,3,7,2,3,24
20852,0,0,0,5,4,2,26
20853,0,0,2,1,9,14,30
20854,0,1,3,7,12,15,16
20855,0,0,1,4,10,24,29
20856,0,1,3,7,3,20,61
20857,0,0,1,1,12,2,18
20858,0,0,0,3,5,13,40
20859,0,0,2,6,2,21,30
20860,0,0,1,4,8,19,17
20861,0,1,3,7,4,18,15
20862,0,0,2,1,12,11,33
20863,0,0,0,1,10,1,2
20864,0,0,2,5,8,3,10
20865,0,1,3,7,8,27,44
20866,0,0,1,4,10,31,59
20867,0,0,2,5,9,26,53
20868,0,1,3,7,0,20,19
20869,0,0,2,4,13,8,39
20870,0,0,2,6,4,2,42
20871,0,0,2,6,13,23,16
20872,0,0,0,0,15,19,17
20873,0,0,1,4,11,2,36
20874,0,1,3,7,14,0,29
20875,0,1,3,7,3,17,8
20876,0,1,3,7,14,19,8
20877,0,0,1,5,7,24,57
20878,0,0,2,5,3,24,11
20879,0,0,2,4,6,7,1
20880,0,0,0,0,9,10,19
20881,0,0,0,6,2,19,28
20882,0,0,1,0,14,4,42
20883,0,0,2,1,8,12,22
20884,0,1,3,7,5,23,33
20885,0,0,0,5,2,4,49
20886,0,0,2,0,14,2,44
20887,0,0,1,6,5,20,37
20888,0,0,0,3,6,1,51
20889,0,0,0,4,9,8,27
20890,0,0,0,6,15,25,6
20891,0,0,2,2,2,26,4
20892,0,0,2,6,10,9,44
20893,0,0,2,1,7,5,27
20894,0,0,2,2,14,12,33
20895,0,1,3,7,0,22,8
20896,0,0,1,6,5,3,33
20897,0,0,2,2,1,27,4
20898,0,1,3,7,1,6,29
20899,0,1,3,7,12,6,29
20900,0,0,1,2,10,27,20
20901,0,0,2,5,13,10,31
20902,0,0,2,0,8,31,15
20903,0,0,0,1,8,18,2
20904,0,1,3,7,7,5,40
20905,0,0,0,0,12,18,13
20906,0,0,1,2,14,20,62
20907,0,0,2,0,10,0,1
20908,0,1,3,7,3,13,54
20909,0,0,1,1,8,2,44
20910,0,1,3,7,4,18,7
20911,0,0,0,4,12,5,50
20912,0,0,2,5,3,5,1
20913,0,0,0,3,1,11,25
20914,0,1,3,7,8,25,28
20915,0,0,2,1,14,11,21
20916,0,1,3,7,5,2,7
20917,0,1,3,7,10,23,28
20918,0,1,3,7,3,31,35
20919,0,0,1,6,3,26,62
20920,0,0,1,1,4,25,5
20921,0,0,1,6,6,4,28
20922,0,0,2,1,8,15,0
20923,0,0,0,4,10,0,6
20924,0,1,3,7,14,22,59
20925,0,0,1,4,2,22,56
20926,0,0,2,3,2,9,50
20927,0,0,1,1,12,14,12
20928,0,0,1,0,12,5,57
20929,0,0,0,2,9,12,58
20930,0,1,3,7,9,0,39
20931,0,1,3,7,10,20,56
20932,0,1,3,7,11,6,49
20933,0,0,1,6,0,13,49
20934,0,1,3,7,13,6,59
20935,0,0,0,1,8,2,10
20936,0,0,1,1,14,31,20
20937,0,0,2,5,9,14,59
20938,0,0,0,5,4,13,16
20939,0,1,3,7,15,11,30
20940,0,0,2,5,13,8,32
20941,0,0,2,5,5,16,18
20942,0,0,1,0,12,26,17
20943,0,0,1,3,3,15,38
20944,0,0,1,0,3,30,44
20945,0,0,1,1,4,5,48
20946,0,1,3,7,12,30,47
20947,0,0,1,5,8,10,30
20948,0,1,3,7,0,15,21
20949,0,0,0,0,6,17,7
20950,0,0,0,4,6,22,35
20951,0,0,1,4,2,31,49
20952,0,0,0,2,9,10,14
20953,0,1,3,7,14,26,61
20954,0,0,2,6,5,21,5
20955,0,0,1,0,8,18,20
20956,0,0,2,0,14,22,46
20957,0,1,3,7,0,30,55
20958,0,0,0,2,0,17,2
20959,0,0,1,1,1,0,14
20960,0,0,1,3,8,11,27
20961,0,1,3,7,2,9,25
20962,0,1,3,7,12,23,18
20963,0,1,3,7,3,10,27
20964,0,1,3,7,11,17,58
20965,0,1,3,7,15,26,44
20966,0,0,1,1,4,19,60
20967,0,1,3,7,9,6,39
20968,0,0,1,6,10,11,50
20969,0,0,1,5,4,8,51
20970,0,0,1,0,9,1,35
20971,0,0,1,4,13,15,50
20972,0,1,3,7,7,23,29
20973,0,1,3,7,8,15,2
20974,0,1,3,7,14,11,53
20975,0,0,1,2,7,26,6
20976,0,1,3,7,4,26,0
20977,0,0,0,1,13,1,18
20978,0,0,2,1,15,15,9
20979,0,1,3,7,4,29,21
20980,0,0,2,6,6,22,53
20981,0,0,2,3,5,23,32
20982,0,0,0,5,9,16,38
20983,0,0,0,2,6,24,62
20984,0,0,1,0,12,14,20
20985,0,0,2,1,2,7,3
20986,0,0,0,0,4,7,4
20987,0,0,0,3,12,11,17
20988,0,0,0,0,15,19,31
20989,0,1,3,7,7,12,28
20990,0,1,3,7,8,16,39
20991,0,1,3,7,15,13,14
20992,0,0,2,1,2,27,0
20993,0,0,2,6,10,29,38
20994,0,1,3,7,7,10,8
20995,0,1,3,7,3,19,14
20996,0,0,2,0,7,20,4
20997,0,0,0,3,1,28,2
20998,0,1,3,7,6,26,20
20999,0,0,2,5,9,6,53
21000,0,0,0,4,8,30,42
21001,0,0,2,3,1,17,21
21002,0,0,0,3,6,14,36
21003,0,0,0,4,13,4,56
21004,0,0,0,6,4,30,49
21005,0,0,0,0,10,20,52
21006,0,1,3,7,6,13,1
21007,0,1,3,7,0,13,30
21008,0,0,2,5,10,27,39
21009,0,0,0,1,12,19,63
21010,0,0,0,4,5,31,21
21011,0,0,1,1,0,27,46
21012,0,0,1,0,0,18,26
21013,0,1,3,7,6,8,63
21014,0,0,1,2,7,23,44
21015,0,0,0,4,11,1,59
21016,0,0,0,4,5,12,62
21017,0,0,1,1,13,19,48
21018,0,1,3,7,6,2,50
21019,0,0,2,2,14,27,48
21020,0,1,3,7,14,17,7
21021,0,1,3,7,11,12,0
21022,0,0,1,2,9,25,40
21023,0,1,3,7,14,7,21
21024,0,1,3,7,6,26,55
21025,0,0,0,2,3,0,26
21026,0,1,3,7,7,3,14
21027,0,0,0,0,13,3,16
21028,0,0,1,6,2,13,18
21029,0,0,2,1,10,26,28
21030,0,1,3,7,15,4,1
21031,0,1,3,7,10,27,0
21032,0,1,3,7,1,19,4
21033,0,0,1,3,14,3,11
21034,0,0,1,0,2,24,58
21035,0,0,2,4,0,15,1
21036,0,0,2,1,14,23,11
21037,0,0,0,1,5,9,45
21038,0,0,0,4,4,29,17
21039,0,0,2,1,6,26,20
21040,0,0,0,5,4,6,56
21041,0,0,2,1,14,13,26
21042,0,0,2,5,1,2,30
21043,0,0,1,0,4,8,7
21044,0,0,0,1,5,17,7
21045,0,1,3,7,7,5,55
21046,0,1,3,7,3,13,2
21047,0,0,2,6,1,7,58
21048,0,0,0,0,8,29,3
21049,0,0,2,1,6,6,32
21050,0,1,3,7,4,21,44
21051,0,0,0,2,1,30,43
21052,0,1,3,7,9,2,39
21053,0,0,1,5,0,15,2
21054,0,1,3,7,2,11,25
21055,0,0,2,0,12,0,9
21056,0,1,3,7,4,11,11
21057,0,1,3,7,7,3,63
21058,0,0,1,5,9,24,16
21059,0,0,1,4,9,26,60
21060,0,0,0,0,6,19,42
21061,0,1,3,7,2,20,24
21062,0,1,3,7,4,17,15
21063,0,1,3,7,7,0,58
21064,0,0,0,1,8,24,31
21065,0,0,0,1,12,22,52
21066,0,0,2,3,12,17,42
21067,0,0,2,3,2,1,42
21068,0,0,2,1,1,0,51
21069,0,0,2,2,12,8,57
21070,0,0,1,4,9,12,7
21071,0,0,2,2,13,24,56
21072,0,0,2,6,9,27,46
21073,0,1,3,7,12,4,49
21074,0,0,1,2,6,5,25
21075,0,0,2,3,8,24,2
21076,0,0,0,5,9,17,40
21077,0,1,3,7,11,10,55
21078,0,0,1,6,13,1,28
21079,0,0,0,1,7,9,2
21080,0,0,2,6,10,12,15
21081,0,1,3,7,11,12,49
21082,0,1,3,7,11,4,17
21083,0,0,2,2,13,30,42
21084,0,0,2,5,7,12,41
21085,0,0,1,1,8,28,38
21086,0,1,3,7,5,11,46
21087,0,1,3,7,1,26,55
21088,0,0,2,4,1,5,2
21089,0,0,1,2,2,2,25
21090,0,0,0,5,12,28,58
21091,0,1,3,7,13,8,49
21092,0,0,2,4,7,22,16
21093,0,0,2,1,15,23,3
21094,0,0,1,1,1,13,23
21095,0,0,0,5,12,16,4
21096,0,1,3,7,13,16,13
21097,0,0,0,6,13,31,59
21098,0,1,3,7,5,12,32
21099,0,1,3,7,10,30,2
21100,0,0,0,6,0,21,63
21101,0,1,3,7,12,20,51
21102,0,0,1,0,2,22,57
21103,0,0,1,3,1,9,20
21104,0,0,0,2,15,6,39
21105,0,1,3,7,4,1,34
21106,0,1,3,7,0,17,54
21107,0,0,0,4,7,19,27
21108,0,0,1,4,9,31,8
21109,0,0,0,6,0,26,31
21110,0,0,0,4,9,3,30
21111,0,0,0,2,2,31,41
21112,0,0,1,2,10,18,39
21113,0,0,1,4,10,11,49
21114,0,0,0,5,0,4,50
21115,0,1,3,7,3,14,44
21116,0,1,3,7,9,12,11
21117,0,0,2,4,1,25,22
21118,0,1,3,7,12,27,13
21119,0,1,3,7,15,16,4
21120,0,0,1,5,3,6,18
21121,0,1,3,7,14,9,36
21122,0,0,1,6,10,15,2
21123,0,1,3,7,2,7,43
21124,0,0,0,4,0,0,61
21125,0,0,2,5,6,4,10
21126,0,1,3,7,15,16,55
21127,0,0,2,4,8,15,54
21128,0,1,3,7,11,30,46
21129,0,0,0,3,3,2,60
21130,0,0,0,5,13,5,47
21131,0,0,1,4,0,21,30
21132,0,0,2,0,4,10,3
21133,0,0,2,4,3,4,29
21134,0,1,3,7,4,31,39
21135,0,0,0,0,1,28,54
21136,0,0,2,0,3,4,2
21137,0,0,0,6,13,25,40
21138,0,0,0,0,14,10,43
21139,0,1,3,7,13,16,27
21140,0,0,1,4,10,20,10
21141,0,0,1,5,2,28,49
21142,0,1,3,7,10,21,0
21143,0,0,2,5,0,9,23
21144,0,0,1,1,2,13,37
21145,0,1,3,7,1,18,22
21146,0,1,3,7,5,9,50
21147,0,0,0,5,10,3,58
21148,0,0,1,1,15,11,44
21149,0,1,3,7,12,9,45
21150,0,0,1,0,3,2,23
21151,0,1,3,7,1,27,60
21152,0,0,2,4,15,25,36
21153,0,0,0,5,13,20,12
21154,0,0,2,6,7,2,10
21155,0,0,2,0,6,22,6
21156,0,0,2,3,11,22,49
21157,0,0,1,2,15,30,57
21158,0,0,0,4,9,17,30
21159,0,0,0,0,10,10,23
21160,0,0,1,3,15,4,45
21161,0,1,3,7,11,11,10
21162,0,0,2,0,8,8,26
21163,0,1,3,7,7,29,18
21164,0,0,1,5,8,6,59
21165,0,1,3,7,0,5,3
21166,0,0,1,5,15,2,36
21167,0,0,2,4,11,11,1
21168,0,0,1,4,3,16,4
21169,0,0,0,4,11,10,29
21170,0,0,0,3,3,11,17
21171,0,0,0,3,2,21,62
21172,0,1,3,7,6,4,30
21173,0,1,3,7,0,30,38
21174,0,0,2,2,12,11,40
21175,0,0,1,1,5,6,55
21176,0,0,1,1,13,17,47
21177,0,1,3,7,11,12,40
21178,0,0,0,2,8,12,10
21179,0,1,3,7,0,0,44
21180,0,0,1,4,13,17,6
21181,0,0,1,1,15,8,1
21182,0,1,3,7,5,1,12
21183,0,1,3,7,12,20,50
21184,0,0,0,5,9,18,45
21185,0,0,1,5,5,12,28
21186,0,0,1,1,14,8,21
21187,0,0,0,2,13,11,7
21188,0,0,0,4,14,20,17
21189,0,1,3,7,10,3,36
21190,0,0,2,3,2,11,30
21191,0,0,0,5,2,17,37
21192,0,1,3,7,15,22,16
21193,0,1,3,7,9,16,38
21194,0,0,0,2,1,10,8
21195,0,0,1,4,3,2,32
21196,0,0,2,5,14,26,9
21197,0,1,3,7,13,7,54
21198,0,1,3,7,6,4,4
21199,0,0,2,6,8,20,38
21200,0,0,1,2,13,20,4
21201,0,1,3,7,5,26,21
21202,0,0,2,0,11,4,47
21203,0,1,3,7,4,21,37
21204,0,1,3,7,15,25,56
21205,0,0,0,1,8,6,39
21206,0,1,3,7,15,10,57
21207,0,0,2,6,6,15,7
21208,0,0,1,2,3,28,62
21209,0,0,1,4,4,3,62
21210,0,0,0,3,15,22,29
21211,0,0,0,0,4,9,21
21212,0,0,2,6,5,18,62
21213,0,1,3,7,15,3,46
21214,0,1,3,7,4,0,4
21215,0,0,2,0,6,31,14
21216,0,0,2,3,4,6,15
21217,0,0,1,2,5,22,35
21218,0,0,2,2,1,11,15
21219,0,1,3,7,10,18,63
21220,0,1,3,7,1,15,28
21221,0,0,2,2,13,10,52
21222,0,1,3,7,2,29,3
21223,0,0,1,6,14,31,52
21224,0,1,3,7,10,5,0
21225,0,0,2,3,7,0,3
21226,0,1,3,7,3,24,42
21227,0,0,0,0,7,20,40
21228,0,1,3,7,11,26,24
21229,0,0,2,5,6,15,0
21230,0,0,2,6,13,15,17
21231,0,1,3,7,7,9,50
21232,0,1,3,7,8,18,57
21233,0,0,2,0,3,5,6
21234,0,1,3,7,9,15,59
21235,0,0,0,1,2,16,47
21236,0,1,3,7,6,26,5
21237,0,1,3,7,6,30,16
21238,0,1,3,7,14,8,9
21239,0,0,2,2,14,15,21
21240,0,1,3,7,10,23,45
21241,0,0,1,6,13,25,6
21242,0,0,2,2,13,13,51
21243,0,0,2,1,10,31,19
21244,0,0,2,4,10,9,52
21245,0,0,2,5,6,22,42
21246,0,0,2,4,1,10,35
21247,0,0,1,6,0,26,44
21248,0,0,0,1,3,18,44
21249,0,0,0,3,9,27,47
21250,0,1,3,7,9,21,58
21251,0,0,0,0,1,25,16
21252,0,0,0,6,15,12,31
21253,0,0,1,1,2,15,8
21254,0,0,1,2,1,8,7
21255,0,0,1,4,5,13,13
21256,0,0,1,6,10,23,0
21257,0,0,0,3,0,3,13
21258,0,0,1,2,10,25,39
21259,0,0,2,6,15,20,34
21260,0,0,0,0,11,5,62
21261,0,0,2,6,5,11,55
21262,0,0,1,3,7,17,0
21263,0,1,3,7,5,7,15
21264,0,0,1,5,13,10,3
21265,0,0,1,0,4,13,28
21266,0,1,3,7,3,28,28
21267,0,1,3,7,8,1,42
21268,0,1,3,7,11,4,8
21269,0,0,1,4,1,24,25
21270,0,1,3,7,9,15,11
21271,0,0,1,0,8,29,15
21272,0,1,3,7,2,17,30
21273,0,0,0,1,12,21,22
21274,0,1,3,7,13,18,8
21275,0,0,0,4,4,16,41
21276,0,0,1,2,1,23,24
21277,0,1,3,7,15,5,29
21278,0,1,3,7,7,3,37
21279,0,1,3,7,3,4,1
21280,0,0,2,3,2,3,10
21281,0,1,3,7,2,9,60
21282,0,0,2,6,10,22,35
21283,0,1,3,7,0,9,27
21284,0,0,1,3,2,25,47
21285,0,0,2,1,6,15,7
21286,0,1,3,7,15,18,59
21287,0,0,2,3,11,23,19
21288,0,1,3,7,5,4,15
21289,0,1,3,7,4,19,14
21290,0,0,1,4,3,1,19
21291,0,0,0,5,10,7,56
21292,0,1,3,7,12,5,23
21293,0,0,0,0,4,8,4
21294,0,0,1,1,5,31,25
21295,0,0,0,5,6,23,39
21296,0,1,3,7,14,26,17
21297,0,0,2,1,3,15,58
21298,0,1,3,7,3,12,13
21299,0,0,2,3,10,24,8
21300,0,1,3,7,7,9,0
21301,0,1,3,7,2,29,38
21302,0,0,2,2,1,12,50
21303,0,0,0,0,2,31,48
21304,0,0,0,5,1,1,35
21305,0,1,3,7,14,28,23
21306,0,0,0,4,5,2,49
21307,0,0,0,1,14,24,1
21308,0,1,3,7,4,10,35
21309,0,0,2,2,11,29,24
21310,0,1,3,7,10,16,36
21311,0,1,3,7,11,1,32
21312,0,1,3,7,2,30,39
21313,0,1,3,7,3,31,37
21314,0,1,3,7,11,11,19
21315,0,0,1,4,0,23,5
21316,0,1,3,7,6,27,29
21317,0,0,0,6,5,14,36
21318,0,1,3,7,15,9,1
21319,0,0,2,5,9,24,52
21320,0,0,2,5,15,15,36
21321,0,0,0,4,2,25,27
21322,0,1,3,7,10,18,59
21323,0,0,0,4,8,2,52
21324,0,0,1,2,14,18,62
21325,0,1,3,7,7,28,63
21326,0,1,3,7,1,19,52
21327,0,0,2,6,5,14,25
21328,0,1,3,7,10,4,23
21329,0,1,3,7,10,5,11
21330,0,0,1,5,0,7,27
21331,0,0,0,5,5,16,46
21332,0,0,2,3,5,4,42
21333,0,0,1,3,8,14,17
21334,0,0,0,2,12,14,23
21335,0,0,1,6,7,28,4
21336,0,0,2,5,11,27,14
21337,0,1,3,7,12,8,5
21338,0,1,3,7,8,15,1
21339,0,0,1,0,13,3,48
21340,0,0,0,5,15,22,41
21341,0,1,3,7,15,13,58
21342,0,0,0,0,15,26,12
21343,0,1,3,7,0,15,33
21344,0,1,3,7,2,27,14
21345,0,0,2,0,15,15,48
21346,0,0,2,0,6,20,48
21347,0,0,1,1,5,5,44
21348,0,1,3,7,4,14,18
21349,0,1,3,7,2,14,36
21350,0,1,3,7,12,19,5
21351,0,0,0,3,9,27,10
21352,0,0,1,5,13,25,1
21353,0,0,0,6,8,19,37
21354,0,1,3,7,15,27,14
21355,0,0,2,1,2,8,23
21356,0,1,3,7,13,5,61
21357,0,1,3,7,3,29,12
21358,0,0,0,4,10,14,33
21359,0,1,3,7,1,4,2
21360,0,0,1,6,4,6,44
21361,0,1,3,7,6,22,46
21362,0,1,3,7,9,16,12
